,smiles,Biodegradation
1334,COCCOC(C)=O,1
1335,C=CC(=O)OCC[N+](C)(C)C,1
1336,O=C(Nc1ccccc1)c1cc2ccccc2cc1O,0
1337,CCCCOC(=O)NC(=S)SCCCC,0
1338,CCCCC(CC)C(=O)OOC(C)(C)C,1
1339,CC(C)=CC=C(C)C,0
1340,Cc1cccnc1,0
1341,C=C(Cl)C(=C)Cl,0
1342,CCCCOCCOCCOC(C)=O,1
1343,CC(C)C1CCC2CCCCC2C1,0
1344,CCCCCCCCCCCC(=O)OC(C)C,1
1345,CCOc1ccc2c(c1)C(C)=CC(C)(C)N2,0
1346,C=C(C)C1CCC(C)CC1O,1
1347,CCOc1ccccc1NC(=O)C(=O)Nc1ccccc1CC,0
1348,S=C(SSSSC(=S)N1CCCCC1)N1CCCCC1,0
1349,COc1cc([N+](=O)[O-])ccc1N,0
1350,CN(C)/C=C/C(=O)c1cccnc1,1
1351,CCCCCCCC/C=C/CCCCCCCC#N,1
1352,CCCCCCCC(=O)N(CCO)CCO,1
1353,Cc1ccn[nH]1,0
1354,CC(=O)Nc1ccccc1O,1
1355,CCCCCCOC(=O)c1ccccc1C(=O)c1ccc(N(CC)CC)cc1O,0
1356,COc1ccccc1OCCN,0
1357,Nc1ccc(Cl)cc1Cl,0
1358,O=Cc1ccc2c(c1)OCO2,1
1359,FCC(F)(F)F,1
1360,CC(C)CNCC(C)C,1
1361,OCC(F)(F)C(F)(F)C(F)(F)C(F)F,0
1362,CC(=O)CC(=O)Nc1ccccc1Cl,0
1363,O=C(Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1)Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1,0
1364,COCCOCCOCCO,1
1365,C/C=C/C(=O)N(CC)c1ccccc1C,0
1366,CCC(CC)CC1(C(=O)O)CCCCC1,0
1367,Nc1c(Oc2ccc(Br)cc2)cc(O)c2c1C(=O)c1ccccc1C2=O,0
1368,CCC(CO)(CO)CO,0
1369,CN1COCN=C1N[N+](=O)[O-],0
1370,O=C1NC(=O)c2cccc3cccc1c23,1
1371,CCCCCCCCc1ccc(Nc2ccc(CCCCCCCC)cc2)cc1,0
1372,CC/C=C/CCO,1
1373,Nc1cccnc1,0
1374,CC(CC(C)(C)C#N)c1ccccc1,0
1375,C=C(C)C(=O)NCCC[N+](C)(C)CC(=O)NCCC[N+](C)(C)CC(O)C[N+](C)(C)C,0
1376,CCN(CC)C(=O)c1cccc(C)c1,0
1377,CCCCCCCCSCCO,1
1378,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,0
1379,COc1ccc(C(=O)O)cc1[N+](=O)[O-],0
1380,C=C(C)C(=O)OCCCCCCCCCCCC,1
1381,NCCCCC(N)C(=O)O,1
1382,CCCCCCCCCCCC(=O)O,1
1383,Nc1ccccc1S(=O)(=O)O,0
1384,CCCCCCCC(=O)O,1
1385,C=CC(=C)C,0
1386,ClCCOC(c1ccccc1)c1ccccc1,0
1387,Nc1nnn[nH]1,0
1388,CC(c1ccccc1)c1ccc(O)cc1O,0
1389,N=C(N)N[N+](=O)[O-],0
1390,O=c1cc[nH]cc1,1
1391,COCc1cnc(C(=O)O)c(C(=O)O)c1,0
1392,CCc1ccccc1,0
1393,CCC#CCCO,1
1394,OCCCCCCO,1
1395,Cn1c(N)c(NC=O)c(=O)n(C)c1=O,0
1396,O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,0
1397,COC(=O)c1cccc(C(F)(F)F)c1,0
1398,C=C(C)C(=O)NCO,1
1399,O=S(=O)(O)c1ccc(Nc2nc(Cl)nc(Cl)n2)cc1,0
1400,CCCCCCCCN(CCCCCCCC)CCCCCCCC,0
1401,c1ccc(Oc2ccccc2)cc1,0
1402,CCN(CC)CCCN,1
1403,CCCCCCCCCCCCCCCCCCCC,1
1404,C=Cc1ccc(Cl)cc1,0
1405,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
1406,S=c1[nH]c2ccccc2s1,0
1407,CCCCCCCCCCCCCCCCCCO,1
1408,CC(C)(C)c1cccc(O)c1,0
1409,CN(C)C,1
1410,CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,0
1411,CCCCCCCC(=O)N(C)C,1
1412,O=NC1CCCCC1,1
1413,Oc1cccc(Br)c1,0
1414,CCCCCC,1
1415,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2C#N)cc1,0
1416,CC(C)(C)C1CCC(OC(=O)OOC(=O)OC2CCC(C(C)(C)C)CC2)CC1,0
1417,CC(C)C(=O)C(C(=O)Nc1ccccc1)C(C(=O)c1ccc(F)cc1)c1ccccc1,0
1418,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,1
1419,O=C(O)CC(O)C(=O)O,1
1420,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,0
1421,CCCC(=O)O,1
1422,CCCCOc1ccccc1OCCCC,0
1423,SC1CCCCC1,0
1424,CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1,0
1425,CCCCC(CC)COP(=O)(O)CC(CC)CCCC,0
1426,CC(C)(CBr)C(O)(Br)Br,0
1427,CC(O)(P(=O)(O)O)P(=O)(O)O,1
1428,CN(C)CCOCCOC(=O)NCC1(C)CC(NC(=O)OCCOCCN(C)C)CC(C)(C)C1,0
1429,O=C1Cc2ccccc2N=C1C1C(=O)c2ccccc2C1=O,0
1430,c1ccc2cc(Nc3ccc(Nc4ccc5ccccc5c4)cc3)ccc2c1,0
1431,CC1(C)CC(O)CC(C)(C)N1CCO,0
1432,COc1cc(-c2cc(OC)cc(C(C)(C)C)c2Op2oc3ccccc3c3ccccc3o2)c(Op2oc3ccccc3c3ccccc3o2)c(C(C)(C)C)c1,0
1433,NCCC(=O)O,1
1434,NCc1ccccc1,1
1435,CN1CCNCC1,0
1436,O=C(O)C1CCCN1,1
1437,O=C(O)CSSCC(=O)O,0
1438,COc1cc([N+](=O)[O-])c(OC)cc1Cl,0
1439,CCCC1CCC(c2ccc(O)cc2)CC1,0
1440,CC1C2CC(CC2C2CCCC(O)C2)C1(C)C,0
1441,COc1cc(OC)c(NC(=O)c2cc3ccccc3cc2O)cc1Cl,0
1442,CC(C)Cc1ccc(C(=O)O)cc1,0
1443,CCOc1ccc(NC(C)=O)cc1,0
1444,O=C(O)c1cc(O)c(O)c(O)c1,1
1445,CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,0
1446,FC(F)(F)c1ccccc1Cl,0
1447,O=C(OOC(=O)c1ccc(Cl)cc1Cl)c1ccc(Cl)cc1Cl,0
1448,CC1(CCl)CO1,0
1449,O=C1c2ccccc2C(=O)N1CC(O)CNc1ccc(N2CCOCC2=O)cc1,0
1450,COc1ccc(C)cc1N,0
1451,CC(C)(C)OOC1(OOC(C)(C)C)CCCCC1,0
1452,OCc1ccc(Cl)c(Cl)c1,0
1453,CC1=CC(=O)N(Cc2cccc(CN3C(=O)C=C(C)C3=O)c2)C1=O,0
1454,O=S(=O)(O)CCN1CCN(CCS(=O)(=O)O)CC1,0
1455,COC(=O)COc1nc(F)c(Cl)c(N)c1Cl,0
1456,O=C(OCCO)c1ccc(C(=O)OCCO)cc1,1
1457,NC(C(=O)O)c1ccccc1,1
1458,c1ccc2cc3cc4cc5ccccc5cc4cc3cc2c1,0
1459,CCNc1ccc(C)cc1,0
1460,CCOc1ccccc1C(=N)N,0
1461,OCCO,1
1462,CC(C)(C)c1ccc(OP(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)Oc2ccc(C(C)(C)C)cc2C(C)(C)C)c(C(C)(C)C)c1,0
1463,Oc1ccc(Cl)cc1,0
1464,C1=CCCC1,1
1465,C=COCC(CC)CCCC,0
1466,O=C(O)CCCCC(=O)O,1
1467,O=Cc1ccccc1Cl,0
1468,CN(C)C12CC3CC(CC(C3)C1)C2,0
1469,FC(F)(F)COc1cccnc1Cl,0
1470,CCCCCCCCCCCCCCCCCC(=O)O,1
1471,COC(=O)CC(C(C)=O)C(=O)OC,1
1472,CC(=O)C(O)c1ccccc1,1
1473,CC1(C(O)CO)OC(c2ccc(Cl)cc2)OC2COC(c3ccc(Cl)cc3)OC21,0
1474,CC(C)(C)Cl,0
1475,CCN(CCOC(C)OCC(C)C)c1ccc(/N=N/c2ccccc2)cc1,0
1476,CCCCCCOC(=O)/N=C(\N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,0
1477,CCOC(=O)CC(=O)C(=O)OCC,1
1478,CCCCN(CCCC)CCCC,0
1479,CCCCCCCCC(=O)N(CCO)CCO,1
1480,O=CC(Cl)(Cl)Cl,0
1481,Cc1cccc(C)c1C,0
1482,C[N+]1([O-])CCOCC1,0
1483,O=C(O)c1ccc(Cl)c2c(Cl)ccc(C(=O)O)c12,0
1484,CC(C)N,1
1485,Cc1ccc(C(C)(C)C)c(O)c1,0
1486,CCOC(N)=O,0
1487,CC(C)(O)C(=O)c1ccccc1,1
1488,CCNC1CCCCC1,0
1489,OCCCCO,1
1490,COc1ccccc1OCC(O)COC(N)=O,0
1491,Cc1ccc(S(=O)(=O)O)c(C)c1,0
1492,CC(C)CCCCCCCCCCCCCCC(=O)O,1
1493,CC(CCl)OC(C)CCl,0
1494,N#Cc1ccc(Cl)c(Cl)c1,0
1495,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)O,1
1496,O=C1NC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,0
1497,CCCOC(=O)c1ccc(C(=O)OCCC)nc1,0
1498,CC(C)(c1ccc(OCCO)cc1)c1ccc(OCCO)cc1,0
1499,CCCCC=O,1
1500,CCCCCCCCCCCC(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0
1501,CCC(C)NCCO,0
1502,CN(C)CCCN1CN(CCCN(C)C)CN(CCCN(C)C)C1,1
1503,O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccccc2)ccc1Nc1ccccc1,0
1504,CC1CO1,1
1505,OCC1CN2CCN1CC2,0
1506,CCCCC(CC)COC(=O)OOC(C)(C)CC,1
1507,CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC,1
1508,Sc1nc2ccccc2[nH]1,0
1509,CC(=O)c1ccc(-n2ccnc2)cc1,1
1510,O=C1CCCCC1,1
1511,O=C=NC1CCC(CC2CCC(N=C=O)CC2)CC1,0
1512,COC(C)(C)CCOC(C)=O,1
1513,CCCCCCCCCCCCCCCCCCCCCCCCCC,1
1514,O=C1OCCN1CCCO,0
1515,CC(C)CC(C)CC(O)CC(C)C,1
1516,Nc1cccc([N+](=O)[O-])c1,0
1517,OCC(CO)(CO)COCC(CO)(CO)CO,0
1518,O=[N+]([O-])c1cccc(S(=O)(=O)O)c1,0
1519,COCCOCOCCOC,0
1520,COc1ccc(C)cc1C(CCN(C(C)C)C(C)C)c1ccccc1,0
1521,O=NN1CN2CN(C1)CN(N=O)C2,1
1522,C=CCN,0
1523,CCC(=O)Nc1ccc(Cl)c(Cl)c1,0
1524,Cc1ccc(C=O)cc1,1
1525,COc1ccc([N+](=O)[O-])cc1/N=N/C(C(C)=O)C(=O)Nc1ccccc1OC,0
1526,CSCCC=O,1
1527,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,0
1528,C=CC(=O)OCCCCCCOC(=O)C=C,1
1529,O=Cc1ccncc1,0
1530,CC/C(C)=N\O[Si](C)(O/N=C(\C)CC)O/N=C(\C)CC,0
1531,CCCCCCOC1=CC(=O)C(c2nc(-c3ccccc3)nc(-c3ccccc3)n2)C=C1,0
1532,CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,0
1533,C=CC(=O)OCCCC,1
1534,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],0
1535,O=C=Nc1cccc(C(F)(F)F)c1,0
1536,Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,0
1537,CC(=O)CCC=C(C)C,1
1538,Nc1ccc(O)cc1,0
1539,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(O)C1OCC(O)C1O,1
1540,OCCSCCO,0
1541,CCCNCCC,1
1542,Cc1ccccc1[N+](=O)[O-],0
1543,O=C(O)c1cc(Cl)ccc1Cl,0
1544,CSC(C)(C)SC,0
1545,Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,0
1546,Nc1cc(C(=O)NCC(O)CO)cc(C(=O)NCC(O)CO)c1,0
1547,O=C(c1ccccc1)c1ccc(O)cc1O,0
1548,O=Cc1ccc(S(=O)(=O)O)cc1S(=O)(=O)O,0
1549,O=c1[nH]sc2ccccc12,0
1550,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,0
1551,CC(C)(C)C(=O)O,0
1552,CCCCCCCCCCCCCCCC(=O)N(CCO)CCO,1
1553,C1CCC2CCCCC2C1,0
1554,C=CC(=O)OCCCOc1ccc(C(=O)Oc2ccc(OC(=O)c3ccc(OCCCOC(=O)C=C)cc3)c(C)c2)cc1,0
1555,COC(=O)CCS,1
1556,CN=C=S,0
1557,CCCCNC(=O)CCC(NC(=O)C(CC)CCCC)C(=O)NCCCC,0
1558,CCCCCCCCCCCCCCCCCC(=O)NCCCN(C)C,1
1559,ClCC1CO1,0
1560,O=C(O)c1ccccc1,1
1561,CN(C)c1ccccc1,0
1562,CC(C)Sc1ncccc1OCC(F)(F)F,0
1563,Cc1cc(-c2ccc(N)c(C)c2)ccc1N,0
1564,NC(CO)C(=O)O,1
1565,COC(=O)c1ccccc1C(=O)OC,1
1566,CC(=O)CCO,1
1567,CC[N+](=O)[O-],0
1568,ClC(Cl)C(Cl)C(Cl)Cl,0
1569,C=CCc1cc(C(C)(C)c2ccc(O)c(CC=C)c2)ccc1O,0
1570,Clc1ccc(Br)cc1Cl,0
1571,O=S(=O)(O)c1ccccc1/C=C/c1ccc(-c2ccc(/C=C/c3ccccc3S(=O)(=O)O)cc2)cc1,0
1572,CCCCC(CC)COC(=O)CC(CC(=O)OCC(CC)CCCC)(OC(C)=O)C(=O)OCC(CC)CCCC,0
1573,N#CSCSc1nc2ccccc2s1,0
1574,Nc1ccc(N)cc1,0
1575,CN(C)C1CCCCC1,1
1576,CCCCCCCCOC(=O)CCCCCCC,1
1577,FC(F)CNCc1ccc(Cl)nc1,0
1578,CCCCCCCCCCCCCCCCCC(=O)NCO,1
1579,CCCCCCCCCCCCCCCCCCNC(=O)NCCCCCCCCCCCCCCCCCC,0
1580,O=C1C=CC(=O)c2ccccc21,0
1581,CCCCCCCCC,1
1582,CCC(C)=O,1
1583,Cc1ncc[nH]1,0
1584,CC1(C)COC(=O)C1O,1
1585,CCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCC,1
1586,COC(=O)c1ccccc1O,1
1587,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,0
1588,CC(CCO)CC(C)(C)C,0
1589,COC(C)(C)CC(C)=O,0
1590,CC12CCCC=C1C(=O)OC2=O,0
1591,CC(=O)N1CC(=O)N2CCc3ccccc3C2C1,0
1592,CCCCCCCCCCCCn1ccnc1,0
1593,CS,1
1594,CCC(C)c1ccc(O)cc1,0
1595,Oc1ccc(Br)cc1,0
1596,CC(C)C1NC(=O)NC1=O,0
1597,Oc1ccccc1F,0
1598,CC(=O)c1ccc(Sc2ccc([S+](c3ccc(Sc4ccc(C(C)=O)cc4)cc3)c3ccc(Sc4ccc(C(C)=O)cc4)cc3)cc2)cc1,0
1599,OCC1CCC(CO)CC1,1
1600,CCCCOCc1ccc(O)c(OC)c1,1
1601,N#CCC(=O)O,1
1602,COc1cc([N+](=O)[O-])ccc1/N=N/C(C(C)=O)C(=O)Nc1ccccc1OC,0
1603,C[N+](C)(C)Cc1ccccc1,0
1604,Cc1cccc(O)c1,1
1605,O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)ccc1/C=C/c1ccc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)cc1S(=O)(=O)O,0
1606,OCC1OC(O)C(O)C(O)C1O,1
1607,CCCCCCCCCCCCCCCCCCOP(OCCCCCCCCCCCCCCCCCC)OCCCCCCCCCCCCCCCCCC,1
1608,CCOC(=O)C1CCCO1,1
1609,CCCCCCCC(=O)OC1COC2C(OC(=O)CCCCCCC)COC12,1
1610,NCCN,1
1611,COc1ccccc1N,0
1612,CCCCOCCOCCO,1
1613,CCCCC(CC)COCCCN,1
1614,CCCCCCCCCC=O,1
1615,CC(=O)/C=C/C=C(\C)CCC=C(C)C,1
1616,CCO,1
1617,CC(=O)CC(=O)Nc1ccccc1,1
1618,Clc1ccccc1C1CO1,0
1619,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,1
1620,Nc1ccc(S(=O)(=O)O)cc1N,0
1621,CC(C)NC(C)C,0
1622,COc1ccc(C(=O)Nc2ccc(C(N)=O)cc2)cc1N,0
1623,COc1ccc(OC)c([N+](=O)[O-])c1,0
1624,OCCN1CCOCC1,1
1625,Cc1cccc(C)c1,1
1626,CC(c1ccccc1)c1ccc(O)c(C(C)c2ccccc2)c1C(C)c1ccccc1,0
1627,C1CNCCN1,0
1628,CCOC(=O)c1cccc(O)c1,1
1629,CC(=O)O,1
1630,Cc1cccc(Nc2cc3c(nc4ccc(N(CCO)CCO)cc4[n+]3-c3ccccc3)c3ccccc23)c1,0
1631,Cc1ccccc1/N=C(\N)Nc1ccccc1C,0
1632,CC(c1ccccc1)c1ccccc1O,0
1633,CCCCCCCCCC(=O)O,1
1634,CCN(CC)C(=S)S,1
1635,O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,0
1636,Cc1cc(Cl)ccc1O,0
1637,FC(F)(F)c1ccccc1,0
1638,CCCCC(CC)CNCC(CC)CCCC,0
1639,CCCCCCCCCCCCCCCCCCCCCCCCO,1
1640,CN(C)C(=S)S,1
1641,CC(O)CN(CCO)CCO,1
1642,CCCCC(CC)CN1C(=O)C2C(C1=O)C1(C(C)C)C=CC2(C)CC1,0
1643,Brc1c(Br)c(Br)c(Br)c(Br)c1Br,0
1644,CC1C(C)(C)C2CCc3cncnc3C2C1(C)C,0
1645,O=C1CC(=O)NC(=O)N1,1
1646,CC(C)(C)c1cc(C(C)(C)C)cc(C(C)(C)C)c1,0
1647,CC(=O)CC(=O)c1ccccc1,1
1648,Cc1ccc(/N=N/C2C(=O)C=Cc3ccccc32)c([N+](=O)[O-])c1,0
1649,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,0
1650,CCCCCC(=O)CCCCC,1
1651,c1ccc2[nH]ccc2c1,1
1652,COc1ccc([N+](=O)[O-])cc1,0
1653,Nc1nc(-c2ccc3ccccc3c2)cs1,0
1654,CCC(C)C,1
1655,NCCCN(CCO)CCO,0
1656,COP(=O)(NC(C)=O)SC,1
1657,Cc1cc(O)cc(O)c1,0
1658,Cc1cccc(C(=O)O)c1,1
1659,ClC=C(Cl)Cl,0
1660,O=S(=O)(O)c1ccc(Nc2nc(Nc3ccc(/C=C/c4ccc(Nc5nc(Nc6ccc(S(=O)(=O)O)cc6)nc(N(CCO)CCO)n5)cc4S(=O)(=O)O)c(S(=O)(=O)O)c3)nc(N(CCO)CCO)n2)cc1,0
1661,O=S(=O)(O)C(F)(F)F,0
1662,Clc1ccccc1-c1ccccc1Cl,0
1663,COC(=O)c1ccc(C(=O)O)cc1[N+](=O)[O-],0
1664,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,0
1665,C1CCNC1,1
1666,CCOC(=O)CC(=O)OCC,1
1667,Nc1cc(Cl)ccc1Cl,0
1668,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)O,0
1669,O=S(=O)(O)c1ccc(O)cc1,1
1670,CCC1(CO)COC1,0
1671,CCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC,1
1672,NCCCCCCCCCCN,1
1673,C=CS(=O)(=O)CCOCCNc1nc(F)nc(Nc2ccc(/N=N/c3ccc(/N=N/c4cc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c5c4)cc3)cc2)n1,0
1674,CCCCCCCCCCCCCCCC(=O)OC,1
1675,Cl[Si](c1ccccc1)(c1ccccc1)c1ccccc1,0
1676,BrC(Br)C(Br)Br,0
1677,Cc1ccnc(C)c1,1
1678,C=CC(=O)N1CCOCC1,0
1679,Nc1c(I)c(C(=O)Cl)c(I)c(C(=O)Cl)c1I,0
1680,O=C1CCC(=O)C2C3CCC(C3=C(Cl)Cl)C12,0
1681,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,0
1682,CCCCCCOC(=O)CCCCC(=O)OCCCCCC,1
1683,OCCN(CCO)C1CCCCC1,0
1684,CC1=NN(c2cccc(S(=O)(=O)O)c2)C(=O)C1/N=N/c1cc(Cl)c(Cl)cc1S(=O)(=O)O,0
1685,CC(C)(C)OCCO,0
1686,OCc1ccccc1O,0
1687,O=C(O)C(O)(c1ccccc1)c1ccccc1,0
1688,CCc1cccc(CC)c1N(COC)C(=O)CCl,0
1689,CCCCCCCCCCCC(=O)OCC(O)C1OCC(O)C1O,1
1690,O=NC1CCCC2=C1C1CCC2C1=C(Cl)Cl,0
1691,Cc1cc2c(cc1NNC1C(=O)NC(=O)NC1=O)=NC(=O)N=2,0
1692,C[N+](C)(C)CCO,1
1693,CCCCCCCCCC(=O)Oc1ccc(C(=O)O)cc1,1
1694,CCCCCCCCCCCCCC(=O)NC(CCC(=O)O)C(=O)O,1
1695,Cc1ccccc1N(CC1CO1)CC1CO1,0
1696,CCCCNCCCC,1
1697,CC1OC(C)OC(C)O1,0
1698,CCC(=O)c1ccccc1,1
1699,CCN(CCO)CCO,0
1700,O=C1C=CC(=O)O1,1
1701,COc1ccc(-c2cc(OCCCCC3CO3)ccc2C(=O)O)cc1,0
1702,O=C(O)C(Cl)Cl,1
1703,CCCCCCCCON1C(C)(C)CCC(OC(=O)CCCCCCCCC(=O)OC2CCC(C)(C)N(OCCCCCCCC)C2(C)C)C1(C)C,0
1704,COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,0
1705,CC(=O)Nc1ccc(-c2ccc(N)cc2)cc1,0
1706,CCNCCO,1
1707,CCCCOCCO,1
1708,CC(C)(c1cc(Br)c(OCCO)c(Br)c1)c1cc(Br)c(OCCO)c(Br)c1,0
1709,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,0
1710,Nc1ccc(/N=N/c2ccc(-c3ccc(/N=N/c4c(S(=O)(=O)O)cc5cc(S(=O)(=O)O)c(/N=N/c6ccccc6)c(O)c5c4N)cc3)cc2)c(N)c1,0
1711,C=C(CC(=O)O)C(=O)O,1
1712,CCCCCCCCC(C)=O,1
1713,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,0
1714,COc1cccc(O)c1,1
1715,CC(N)=O,1
1716,CCC(C)NC1CCC(CC2CCC(NC(C)CC)CC2)CC1,0
1717,CCCCCCCCCCCCCCCCOC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0
1718,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,0
1719,CC(=O)OC(C)(C)C1CC=C(C)CC1,1
1720,C1CO1,1
1721,CCCCC(CC)COC(=O)Nc1ccc(C)c(NC(=O)OCCN(C)C)c1,0
1722,Cc1cccc([N+](=O)[O-])c1C,0
1723,Cl[Si](Cl)(c1ccccc1)c1ccccc1,0
1724,CC1CCC(C(C)C)C(OCC(O)CO)C1,0
1725,CCCCCC1=C(CC(=O)OC)CCC1=O,1
1726,O=C(OCCCOCCCOC(=O)c1ccccc1)c1ccccc1,1
1727,CCOC(=O)CC1C=CCC1,1
1728,COC(C)(C)CCO,0
1729,O=C=Nc1ccc(OP(=S)(Oc2ccc(N=C=O)cc2)Oc2ccc(N=C=O)cc2)cc1,0
1730,Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(O)c12,0
1731,NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1,0
1732,C=CC(=O)N(C)C,0
1733,Oc1ccc(Br)cc1Br,0
1734,O=C1OCCO1,1
1735,OC(c1ccccc1)c1ccccc1,1
1736,c1ccc(C2CO2)cc1,1
1737,CC(=O)c1ccccc1Cl,0
1738,CC1=NN(c2ccccc2)C(=O)C1,0
1739,O=C(O)c1ccccc1-c1ccccc1C(=O)O,1
1740,Clc1ccccn1,0
1741,FCF,0
1742,CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0
1743,CCCCCCCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1,0
1744,CN(C)CCCNCCCN,1
1745,c1ccc(N(CC2CO2)CC2CO2)cc1,0
1746,COC(C)=O,1
1747,CC(O)CCO,1
1748,CC(=O)OOC(C)(C)C,0
1749,C=CN1CCCCCC1=O,1
1750,OP(O)c1ccccc1,0
1751,O=C(O)c1ccc(Cl)cc1,0
1752,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,0
1753,COCCOCCOCCOB(OCCOCCOCCOC)OCCOCCOCCOC,1
1754,O=C(O)c1cc2ccccc2cc1O,0
1755,COC(=O)C(C)Cl,1
1756,O=C(O)CCCCC[N+](=O)[O-],1
1757,C=CC(N)=O,1
1758,COc1cccc(C=O)c1,1
1759,CCN(CC)N=O,0
1760,OCCCl,1
1761,C=C(C)C(=O)OCC(C)(C)COC(=O)C(=C)C,1
1762,COc1cc(C=O)ccc1O,1
1763,c1ccc2scnc2c1,0
1764,COCc1cc(N)ccc1N,0
1765,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(C)c(Nc3ccccc3)cc1C21OC(=O)c2ccccc21,0
1766,O=P(OCC(CBr)(CBr)CBr)(OCC(CBr)(CBr)CBr)OCC(CBr)(CBr)CBr,0
1767,NC(CSSCC(N)C(=O)O)C(=O)O,1
1768,CCC(=O)OCc1ccccc1,1
1769,O=C1c2ccccc2-c2cccc3cccc1c23,0
1770,c1ccc2cc(SSc3ccc4ccccc4c3)ccc2c1,0
1771,O=C1C(C2Nc3ccccc3C2=O)=Nc2ccccc21,0
1772,c1ccc2c(c1)[nH]c1ccccc12,0
1773,O=S(=O)(O)c1cc(S(=O)(=O)O)c2cc(O)ccc2c1,0
1774,Cc1cc2c(cc1Nc1ccccc1)C1(OC(=O)c3ccccc31)c1ccc(N(C)C3CCCCC3)cc1O2,0
1775,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
1776,CCCCCCCCCCCCCCCCCCOC(=O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0
1777,CCCCCCCCCc1ccc(OCC(=O)O)cc1,0
1778,O=C1c2ccccc2C(c2ccc(O)cc2)(c2ccc(O)cc2)N1c1ccccc1,0
1779,CN1CCCN(C)C1=O,0
1780,CC(C)/C=N/CC1CCCC(C/N=C/C(C)C)C1,0
1781,O=C(c1ccccc1)C1CCCCC1,0
1782,O=Cc1ccccc1,1
1783,COC(=O)c1ccc(C(=O)Nc2cc(Cl)ccc2Cl)cc1[N+](=O)[O-],0
